B_field,Final_Intensity
0.0,1.0
0.20408163265306123,0.9968959132054338
0.40816326530612246,0.9870981667032793
0.6122448979591837,0.9739171247868934
0.8163265306122449,0.9567581813255382
1.0204081632653061,0.9489259844609892
1.2244897959183674,0.8851104383365065
1.4285714285714286,0.8531675786507591
1.6326530612244898,0.8611146833721287
1.836734693877551,0.8025839672584816
2.0408163265306123,0.7681594954584186
2.2448979591836737,0.7011964589527812
2.4489795918367347,0.7272618915997707
2.6530612244897958,0.6282522089605158
2.857142857142857,0.6442591996739433
3.0612244897959187,0.518838694834342
3.2653061224489797,0.47221109979376186
3.4693877551020407,0.5005447224666824
3.673469387755102,0.5685296936559027
3.8775510204081636,0.28291869588515767
4.081632653061225,0.5659911715240669
4.285714285714286,0.4554149801111966
4.4897959183673475,0.24590932629144358
4.6938775510204085,0.1889350305267425
4.8979591836734695,0.24889753227254982
5.1020408163265305,0.2829742812547881
5.3061224489795915,0.27512172748619207
5.510204081632653,0.14283306782594493
5.714285714285714,0.13741522330443526
5.918367346938775,0.24022717161161922
6.122448979591837,0.04955774911209694
6.326530612244898,0.11022369503220447
6.530612244897959,0.0440361765338456
6.73469387755102,0.17353627327483995
6.938775510204081,0.001953280278257283
7.142857142857143,0.03046134132417521
7.346938775510204,0.05534147321762684
7.551020408163265,0.03367330590047873
7.755102040816327,0.0060409623012066625
7.959183673469388,0.03961078024157563
8.16326530612245,0.002462694119855779
8.36734693877551,0.04505089106421816
8.571428571428571,0.011907006325254224
8.775510204081632,0.033591774513690414
8.979591836734695,0.028291766721124757
9.183673469387756,0.00036328331088439705
9.387755102040817,0.037687858341578555
9.591836734693878,0.01675098426675241
9.795918367346939,0.008698390540066388
10.0,0.026372571407236714
